entry_time,exit_time,side,entry,exit,lots,pnl,reason
2020-05-12,2020-05-13,1,107.57200189208984,106.91149600765344,0.07,-31.313607940365515,stop
2020-05-14,2020-05-15,-1,106.92699865722656,107.08299865722657,0.3,-33.300000000001184,stop
2020-05-15,2020-06-02,1,107.37099786376953,108.45043434711141,0.1,71.26243222279199,tp
2020-06-10,2020-06-11,-1,107.7909970703125,106.71789652665043,0.1,70.84003624413766,tp
2020-06-30,2020-07-09,1,107.59599633789063,107.21636919423554,0.12,-31.210171492406825,stop
2020-07-09,2020-07-10,-1,107.27699713134766,106.90799713134766,0.31,74.08999999999996,tp
2020-07-17,2020-07-20,1,107.28399987792969,107.12799987792968,0.31,-34.410000000001226,stop
2020-07-20,2020-07-21,-1,107.08399633789062,107.29073795833175,0.23,-33.310381800971996,stop
2020-08-11,2020-08-12,1,105.99799676513672,106.36699676513672,0.31,74.08999999999996,tp
2020-08-18,2020-08-19,-1,105.98900274658203,105.62000274658203,0.31,74.08999999999996,tp
2020-08-20,2020-08-21,1,106.0850023803711,105.92900238037109,0.32,-35.52000000000127,stop
2020-08-21,2020-08-25,-1,105.65900091552734,106.01566549559755,0.13,-31.82093027275084,stop
2020-08-25,2020-08-26,1,105.99899621582031,106.36799621582031,0.31,74.08999999999996,tp
2020-08-27,2020-08-28,-1,105.85000280761719,106.06420933977928,0.23,-34.45500159818786,stop
2020-08-28,2020-08-31,1,106.64300103759766,106.00892576206753,0.07,-30.08017952473905,stop
2020-08-31,2020-09-01,-1,105.52900366210937,106.14049243219549,0.07,-29.026142604018553,stop
2020-09-03,2020-09-08,1,106.21400018310547,106.0268432877842,0.25,-32.94281588687765,stop
2020-09-09,2020-09-10,-1,105.96200231933594,106.11800231933594,0.3,-33.300000000001184,stop
2020-09-10,2020-09-14,1,106.23700280761719,106.0609694621825,0.27,-33.57600217824405,stop
2020-09-15,2020-09-17,-1,105.70899633789062,104.6923706037513,0.11,73.78255383688382,tp
2020-09-28,2020-09-29,1,105.5799974975586,105.40322658288468,0.27,-33.70876464130369,stop
2020-10-13,2020-10-20,-1,105.33299688720703,105.5589980323032,0.2,-31.533486012821704,stop
2020-11-10,2020-11-16,1,105.14300103759766,104.4516146305365,0.06,-28.075456282446382,stop
2020-11-17,2020-11-18,-1,104.53500036621094,104.16600036621094,0.3,71.69999999999996,tp
2020-11-24,2020-11-25,1,104.5310015258789,104.3750015258789,0.3,-33.300000000001184,stop
