year,month,start_equity,end_equity,pnl,pnl_pct,withdrawn,positive
2016,8,4000.0,4000.0,0.0,0.0,0.0,False
2016,9,4000.0,3854.6004153467015,-145.39958465329846,-0.03634989616332462,0.0,False
2016,10,3854.6004153467015,3922.142527277823,67.54211193112133,0.017522467870394357,0.0,True
2016,11,3922.142527277823,4060.7625272778228,138.6199999999999,0.03534292775846919,60.762527277822755,True
2016,12,4000.0,4000.0,0.0,0.0,0.0,False
2017,1,4000.0,3920.2728791216778,-79.72712087832224,-0.019931780219580558,0.0,False
2017,2,3920.2728791216778,4095.5923416576306,175.31946253595288,0.044721239551883576,87.65973126797644,True
2017,3,4007.932610389654,4022.686448332066,14.753837942411792,0.003681159185203319,7.376918971205896,True
2017,4,4015.3095293608603,3953.323273686438,-61.98625567442241,-0.015437478784926729,0.0,False
2017,5,3953.323273686438,4091.1399403531045,137.8166666666666,0.03486096560430127,68.9083333333333,True
2017,6,4022.231607019771,4094.653186244329,72.42157922455772,0.018005322989895576,36.21078961227886,True
2017,7,4058.44239663205,4126.259236170227,67.81683953817719,0.016710065811074676,33.908419769088596,True
2017,8,4092.3508164011387,4205.151332263318,112.80051586217951,0.02756374536857952,56.400257931089754,True
2017,9,4148.751074332228,4193.234407665562,44.483333333333576,0.010722102275199409,22.241666666666788,True
2017,10,4170.992740998895,4243.239487418166,72.2467464192714,0.017321235232351257,36.1233732096357,True
2017,11,4207.116114208531,4124.126184112896,-82.98993009563492,-0.019726085005202548,0.0,False
2017,12,4124.126184112896,3963.15986278314,-160.96632132975628,-0.039030406477337284,0.0,False
2018,1,3963.15986278314,4074.4186939720084,111.25883118886895,0.02807326351724231,55.62941559443448,True
2018,2,4018.789278377574,4051.60594504424,32.8166666666657,0.00816580925086824,16.40833333333285,True
2018,3,4035.197611710907,3951.6111751643075,-83.58643654659954,-0.020714335353494432,0.0,False
2018,4,3951.6111751643075,3965.50902055257,13.89784538826234,0.003517007309729675,0.0,True
2018,5,3965.50902055257,4035.608822595213,70.0998020426432,0.017677378031250884,35.0499010213216,True
2018,6,4000.5589215738914,4051.6151525470423,51.05623097315083,0.012762274465655013,25.528115486575416,True
2018,7,4026.087037060467,3998.642737071882,-27.444299988585044,-0.006816618651300375,0.0,False
2018,8,3998.642737071882,3941.8189405805324,-56.82379649134964,-0.014210771061022684,0.0,False
2018,9,3941.8189405805324,3981.4218799091204,39.602939328588036,0.010046869205706212,0.0,True
2018,10,3981.4218799091204,3986.4481510105065,5.026271101386101,0.0012624311748396858,0.0,True
2018,11,3986.4481510105065,3942.697655872357,-43.750495138149745,-0.010974806012981664,0.0,False
2018,12,3942.697655872357,4023.172980457316,80.47532458495925,0.02041123403543186,23.172980457316044,True
2019,1,4000.0,4069.4795846597244,69.47958465972442,0.017369896164931106,34.73979232986221,True
2019,2,4034.739792329862,4072.0863249901868,37.346532660324556,0.00925624317367906,18.673266330162278,True
