year,month,start_equity,end_equity,pnl,pnl_pct,withdrawn,positive
2019,8,4000.0,4058.663738923803,58.663738923803066,0.014665934730950767,29.331869461901533,True
2019,9,4029.3318694619015,3995.951510678575,-33.380358783326756,-0.008284340894408519,0.0,False
2019,10,3995.951510678575,3964.9815106785745,-30.970000000000255,-0.007750344296530532,0.0,False
2019,11,3964.9815106785745,3964.9815106785745,0.0,0.0,0.0,False
2019,12,3964.9815106785745,3934.634526389116,-30.346984289458305,-0.007653751778596482,0.0,False
2020,1,3934.634526389116,3925.7947395543997,-8.839786834716506,-0.002246660210860533,0.0,False
2020,2,3925.7947395543997,3980.3247395543985,54.529999999998836,0.013890181127041885,0.0,True
2020,3,3980.3247395543985,3980.3247395543985,0.0,0.0,0.0,False
2020,4,3980.3247395543985,4038.1792100659804,57.85447051158144,0.014535113162163323,28.92723525579072,True
2020,5,4009.2519748101895,4009.2519748101895,0.0,0.0,0.0,False
2020,6,4009.2519748101895,3980.86385116872,-28.38812364146952,-0.007080653403634852,0.0,False
2020,7,3980.86385116872,3980.86385116872,0.0,0.0,0.0,False
2020,8,4000.0,4000.0,0.0,0.0,0.0,False
2020,9,4000.0,3990.527059788297,-9.47294021170319,-0.002368235052925797,0.0,False
2020,10,3990.527059788297,3959.5570597882966,-30.970000000000255,-0.0077608795870797226,0.0,False
2020,11,3959.5570597882966,3985.826896231733,26.26983644343636,0.0066345391786931125,0.0,True
2020,12,3985.826896231733,3985.826896231733,0.0,0.0,0.0,False
2021,1,3985.826896231733,4042.0020224176583,56.175126185925365,0.014093719483662039,28.087563092962682,True
2021,2,4013.9144593246956,4013.9144593246956,0.0,0.0,0.0,False
2021,3,4013.9144593246956,4063.407296453569,49.492837128873816,0.012330316859119249,24.746418564436908,True
2021,4,4038.6608778891323,4038.6608778891323,0.0,0.0,0.0,False
2021,5,4038.6608778891323,4065.847462525472,27.18658463633983,0.0067315839230723705,13.593292318169915,True
2021,6,4052.254170207302,4044.5476064865993,-7.7065637207028885,-0.00190179672769851,0.0,False
2021,7,4044.5476064865993,4044.5476064865993,0.0,0.0,0.0,False
2021,8,4000.0,4000.0,0.0,0.0,0.0,False
2021,9,4000.0,3967.4,-32.59999999999991,-0.008149999999999977,0.0,False
2021,10,3967.4,3967.4,0.0,0.0,0.0,False
2021,11,3967.4,3998.5478217913465,31.14782179134636,0.007850940613839381,0.0,True
2021,12,3998.5478217913465,4049.083327172727,50.53550538138052,0.012638464671091679,25.26775269069026,True
2022,1,4023.815574482037,4081.3300933339224,57.514518851885896,0.01429352757035576,28.757259425942948,True
2022,2,4052.5728339079797,4052.5728339079797,0.0,0.0,0.0,False
2022,3,4052.5728339079797,3987.37283390798,-65.19999999999982,-0.016088544900284028,0.0,False
2022,4,3987.37283390798,3987.37283390798,0.0,0.0,0.0,False
2022,5,3987.37283390798,3961.269259893259,-26.103574014720834,-0.006546559627617518,0.0,False
2022,6,3961.269259893259,4015.24418893279,53.97492903953116,0.013625665285117624,15.244188932790166,True
2022,7,4000.0,4000.0,0.0,0.0,0.0,False
2022,8,4000.0,4000.0,0.0,0.0,0.0,False
2022,9,4000.0,4000.0,0.0,0.0,0.0,False
2022,10,4000.0,4047.6100000000006,47.61000000000013,0.011902500000000031,23.805000000000064,True
2022,11,4023.8050000000003,4023.8050000000003,0.0,0.0,0.0,False
2022,12,4023.8050000000003,4023.8050000000003,0.0,0.0,0.0,False
2023,1,4023.8050000000003,4023.8050000000003,0.0,0.0,0.0,False
2023,2,4023.8050000000003,4023.8050000000003,0.0,0.0,0.0,False
2023,3,4023.8050000000003,3971.565573170155,-52.23942682984534,-0.012982594044653094,0.0,False
2023,4,3971.565573170155,3971.565573170155,0.0,0.0,0.0,False
2023,5,3971.565573170155,3942.2941685746446,-29.271404595510376,-0.0073702433099060135,0.0,False
2023,6,3942.2941685746446,3942.2941685746446,0.0,0.0,0.0,False
2023,7,3942.2941685746446,3965.6864715108186,23.39230293617402,0.005933677685100709,0.0,True
2023,8,4000.0,4000.0,0.0,0.0,0.0,False
2023,9,4000.0,4056.694705961416,56.69470596141582,0.014173676490353955,28.34735298070791,True
2023,10,4028.347352980708,3967.8125337882684,-60.5348191924395,-0.015027209395845117,0.0,False
2023,11,3967.8125337882684,3991.741242127613,23.928708339344666,0.006030705366137532,0.0,True
2023,12,3991.741242127613,3991.741242127613,0.0,0.0,0.0,False
2024,1,3991.741242127613,3991.741242127613,0.0,0.0,0.0,False
2024,2,3991.741242127613,3958.7360407497445,-33.005201377868616,-0.008268371964981558,0.0,False
2024,3,3958.7360407497445,3932.8041060505166,-25.931934699227895,-0.006550559176538745,0.0,False
2024,4,3932.8041060505166,3935.864386545207,3.0602804946902324,0.0007781421123879704,0.0,True
2024,5,3935.864386545207,3905.5893219317,-30.275064613506856,-0.00769210055026349,0.0,False
2024,6,3905.5893219317,3960.119321931699,54.529999999998836,0.01396204145013085,0.0,True
2024,7,3960.119321931699,3960.119321931699,0.0,0.0,0.0,False
2024,8,4000.0,4000.0,0.0,0.0,0.0,False
2024,9,4000.0,3968.5011132326094,-31.49888676739056,-0.00787472169184764,0.0,False
2024,10,3968.5011132326094,3968.5011132326094,0.0,0.0,0.0,False
2024,11,3968.5011132326094,4016.1111132326096,47.61000000000013,0.011996972822118878,16.11111323260957,True
2024,12,4000.0,4000.0,0.0,0.0,0.0,False
2025,1,4000.0,4000.0,0.0,0.0,0.0,False
2025,2,4000.0,4000.0,0.0,0.0,0.0,False
2025,3,4000.0,4052.2527801451233,52.252780145123324,0.01306319503628083,26.126390072561662,True
2025,4,4026.1263900725617,4073.591657110882,47.465267038320235,0.011789313707428042,23.732633519160117,True
2025,5,4049.859023591722,3984.659023591722,-65.19999999999982,-0.016099325833365805,0.0,False
2025,6,3984.659023591722,4032.2690235917225,47.61000000000013,0.011948324741996384,23.805000000000064,True
2025,7,4008.4640235917223,4008.4640235917223,0.0,0.0,0.0,False
2025,8,4000.0,3970.0877074634836,-29.91229253651636,-0.007478073134129091,0.0,False
2025,9,3970.0877074634836,3967.738465224681,-2.349242238802617,-0.0005917356018070351,0.0,False
2025,10,3967.738465224681,4075.4250208941585,107.686555669477,0.027140537768126066,53.8432778347385,True
2025,11,4021.5817430594198,3990.7163695257836,-30.865373533636102,-0.007674933771246748,0.0,False
2025,12,3990.7163695257836,3990.7163695257836,0.0,0.0,0.0,False
2026,1,3990.7163695257836,4007.3563695257835,16.639999999999873,0.004169677436128391,7.356369525783521,True
2026,2,4000.0,4057.3999999999987,57.39999999999873,0.014349999999999682,28.699999999999363,True
2026,3,4028.6999999999994,4086.099999999998,57.39999999999873,0.014247772234219162,28.699999999999363,True
2026,4,4057.3999999999987,4024.799999999999,-32.59999999999991,-0.008034702025927914,0.0,False
2026,5,4024.799999999999,3992.199999999999,-32.59999999999991,-0.00809978135559529,0.0,False
2026,6,3992.199999999999,4039.8099999999995,47.61000000000013,0.01192575522268427,23.805000000000064,True
2026,7,4016.004999999999,3954.4558939790777,-61.5491060209215,-0.015325953533653845,0.0,False
